UID	PID	PPID	LWP	C	NLWP	%CPU	%MEM	VSZ	RSS	TTY	STAT	START	TIME	COMMAND
argha	4373	3820	4416	0	5	0.0	0.0	490256	14192	?	Ssl	12:10	0:00	/usr/libexec/gsd-datetime
argha	4373	3820	4418	0	5	0.0	0.0	490256	14192	?	Ssl	12:10	0:00	/usr/libexec/gsd-datetime
argha	4373	3820	4425	0	5	0.0	0.0	490256	14192	?	Ssl	12:10	0:00	/usr/libexec/gsd-datetime
argha	4373	3820	4466	0	5	0.0	0.0	490256	14192	?	Ssl	12:10	0:00	/usr/libexec/gsd-datetime
argha	4378	3820	4378	0	5	0.0	0.0	616924	11412	?	Ssl	12:10	0:00	/usr/libexec/gsd-housekeeping
argha	4378	3820	4409	0	5	0.0	0.0	616924	11412	?	Ssl	12:10	0:00	/usr/libexec/gsd-housekeeping
argha	4378	3820	4410	0	5	0.0	0.0	616924	11412	?	Ssl	12:10	0:00	/usr/libexec/gsd-housekeeping
argha	4378	3820	4411	0	5	0.0	0.0	616924	11412	?	Ssl	12:10	0:00	/usr/libexec/gsd-housekeeping
argha	4378	3820	4470	0	5	0.0	0.0	616924	11412	?	Ssl	12:10	0:00	/usr/libexec/gsd-housekeeping
argha	4387	3820	4387	0	5	0.0	0.0	606608	7908	?	Ssl	12:10	0:00	/usr/libexec/gsd-keyboard
argha	4387	3820	4430	0	5	0.0	0.0	606608	7908	?	Ssl	12:10	0:00	/usr/libexec/gsd-keyboard
argha	4387	3820	4431	0	5	0.0	0.0	606608	7908	?	Ssl	12:10	0:00	/usr/libexec/gsd-keyboard
argha	4387	3820	4432	0	5	0.0	0.0	606608	7908	?	Ssl	12:10	0:00	/usr/libexec/gsd-keyboard
argha	4387	3820	4435	0	5	0.0	0.0	606608	7908	?	Ssl	12:10	0:00	/usr/libexec/gsd-keyboard
argha	4390	3820	4390	0	5	0.0	0.0	837020	15080	?	Ssl	12:10	0:00	/usr/libexec/gsd-media-keys
argha	4390	3820	4442	0	5	0.0	0.0	837020	15080	?	Ssl	12:10	0:00	/usr/libexec/gsd-media-keys
argha	4390	3820	4444	0	5	0.0	0.0	837020	15080	?	Ssl	12:10	0:00	/usr/libexec/gsd-media-keys
argha	4390	3820	4447	0	5	0.0	0.0	837020	15080	?	Ssl	12:10	0:00	/usr/libexec/gsd-media-keys
argha	4390	3820	4507	0	5	0.0	0.0	837020	15080	?	Ssl	12:10	0:00	/usr/libexec/gsd-media-keys
argha	4392	3820	4392	0	5	0.0	0.0	692084	11968	?	Ssl	12:10	0:00	/usr/libexec/gsd-power
argha	4392	3820	4436	0	5	0.0	0.0	692084	11968	?	Ssl	12:10	0:00	/usr/libexec/gsd-power
argha	4392	3820	4437	0	5	0.0	0.0	692084	11968	?	Ssl	12:10	0:00	/usr/libexec/gsd-power
argha	4392	3820	4440	0	5	0.0	0.0	692084	11968	?	Ssl	12:10	0:00	/usr/libexec/gsd-power
argha	4392	3820	4497	0	5	0.0	0.0	692084	11968	?	Ssl	12:10	0:00	/usr/libexec/gsd-power
argha	4397	3820	4397	0	4	0.0	0.1	559292	16240	?	Ssl	12:10	0:00	/usr/libexec/gsd-print-notifications
argha	4397	3820	4451	0	4	0.0	0.1	559292	16240	?	Ssl	12:10	0:00	/usr/libexec/gsd-print-notifications
argha	4397	3820	4453	0	4	0.0	0.1	559292	16240	?	Ssl	12:10	0:00	/usr/libexec/gsd-print-notifications
argha	4397	3820	4474	0	4	0.0	0.1	559292	16240	?	Ssl	12:10	0:00	/usr/libexec/gsd-print-notifications
argha	4400	3820	4400	0	4	0.0	0.0	314536	10244	?	Sl	12:10	0:00	/usr/libexec/gsd-disk-utility-notify
argha	4400	3820	4419	0	4	0.0	0.0	314536	10244	?	Sl	12:10	0:00	/usr/libexec/gsd-disk-utility-notify
argha	4400	3820	4420	0	4	0.0	0.0	314536	10244	?	Sl	12:10	0:00	/usr/libexec/gsd-disk-utility-notify
argha	4400	3820	4445	0	4	0.0	0.0	314536	10244	?	Sl	12:10	0:00	/usr/libexec/gsd-disk-utility-notify
argha	4401	3820	4401	0	4	0.0	0.0	606704	8108	?	Ssl	12:10	0:00	/usr/libexec/gsd-rfkill
argha	4401	3820	4423	0	4	0.0	0.0	606704	8108	?	Ssl	12:10	0:00	/usr/libexec/gsd-rfkill
argha	4401	3820	4427	0	4	0.0	0.0	606704	8108	?	Ssl	12:10	0:00	/usr/libexec/gsd-rfkill
argha	4401	3820	4433	0	4	0.0	0.0	606704	8108	?	Ssl	12:10	0:00	/usr/libexec/gsd-rfkill
argha	4403	3820	4403	0	4	0.0	0.0	393272	7240	?	Ssl	12:10	0:00	/usr/libexec/gsd-screensaver-proxy
argha	4403	3820	4487	0	4	0.0	0.0	393272	7240	?	Ssl	12:10	0:00	/usr/libexec/gsd-screensaver-proxy
argha	4403	3820	4489	0	4	0.0	0.0	393272	7240	?	Ssl	12:10	0:00	/usr/libexec/gsd-screensaver-proxy
argha	4403	3820	4491	0	4	0.0	0.0	393272	7240	?	Ssl	12:10	0:00	/usr/libexec/gsd-screensaver-proxy
argha	4408	3820	4408	0	5	0.0	0.0	691388	13444	?	Ssl	12:10	0:00	/usr/libexec/gsd-sharing
argha	4408	3820	4457	0	5	0.0	0.0	691388	13444	?	Ssl	12:10	0:00	/usr/libexec/gsd-sharing
argha	4408	3820	4458	0	5	0.0	0.0	691388	13444	?	Ssl	12:10	0:00	/usr/libexec/gsd-sharing
argha	4408	3820	4459	0	5	0.0	0.0	691388	13444	?	Ssl	12:10	0:00	/usr/libexec/gsd-sharing
argha	4408	3820	4469	0	5	0.0	0.0	691388	13444	?	Ssl	12:10	0:00	/usr/libexec/gsd-sharing
argha	4414	3820	4414	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4414	3820	4454	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4414	3820	4455	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4414	3820	4464	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4414	3820	4484	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4414	3820	4485	0	6	0.0	0.0	616684	13744	?	Ssl	12:10	0:00	/usr/libexec/gsd-smartcard
argha	4428	3820	4428	0	5	0.0	0.0	473372	10528	?	Ssl	12:10	0:00	/usr/libexec/gsd-sound
argha	4428	3820	4499	0	5	0.0	0.0	473372	10528	?	Ssl	12:10	0:00	/usr/libexec/gsd-sound
argha	4428	3820	4502	0	5	0.0	0.0	473372	10528	?	Ssl	12:10	0:00	/usr/libexec/gsd-sound
argha	4428	3820	4505	0	5	0.0	0.0	473372	10528	?	Ssl	12:10	0:00	/usr/libexec/gsd-sound
argha	4428	3820	4512	0	5	0.0	0.0	473372	10528	?	Ssl	12:10	0:00	/usr/libexec/gsd-sound
root	4429	2	4429	0	1	0.0	0.0	0	0	?	I	12:10	0:00	[kworker/1:2-events]
argha	4439	3820	4439	0	5	0.0	0.0	690192	10456	?	Ssl	12:10	0:00	/usr/libexec/gsd-usb-protection
argha	4439	3820	4478	0	5	0.0	0.0	690192	10456	?	Ssl	12:10	0:00	/usr/libexec/gsd-usb-protection
argha	4439	3820	4479	0	5	0.0	0.0	690192	10456	?	Ssl	12:10	0:00	/usr/libexec/gsd-usb-protection
argha	4439	3820	4481	0	5	0.0	0.0	690192	10456	?	Ssl	12:10	0:00	/usr/libexec/gsd-usb-protection
argha	4439	3820	4490	0	5	0.0	0.0	690192	10456	?	Ssl	12:10	0:00	/usr/libexec/gsd-usb-protection
argha	4443	3820	4443	0	5	0.0	0.0	617860	12252	?	Ssl	12:10	0:00	/usr/libexec/gsd-wwan
argha	4443	3820	4492	0	5	0.0	0.0	617860	12252	?	Ssl	12:10	0:00	/usr/libexec/gsd-wwan
argha	4443	3820	4493	0	5	0.0	0.0	617860	12252	?	Ssl	12:10	0:00	/usr/libexec/gsd-wwan
argha	4443	3820	4494	0	5	0.0	0.0	617860	12252	?	Ssl	12:10	0:00	/usr/libexec/gsd-wwan
argha	4443	3820	4506	0	5	0.0	0.0	617860	12252	?	Ssl	12:10	0:00	/usr/libexec/gsd-wwan
argha	4509	4365	4509	0	5	0.0	0.0	466488	7784	?	Sl	12:10	0:00	/usr/libexec/ibus-dconf
argha	4509	4365	4516	0	5	0.0	0.0	466488	7784	?	Sl	12:10	0:00	/usr/libexec/ibus-dconf
argha	4509	4365	4517	0	5	0.0	0.0	466488	7784	?	Sl	12:10	0:00	/usr/libexec/ibus-dconf
argha	4509	4365	4518	0	5	0.0	0.0	466488	7784	?	Sl	12:10	0:00	/usr/libexec/ibus-dconf
argha	4509	4365	4529	0	5	0.0	0.0	466488	7784	?	Sl	12:10	0:00	/usr/libexec/ibus-dconf
argha	4511	4365	4511	2	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4511	4365	4531	0	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4511	4365	4532	0	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4511	4365	4539	0	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4511	4365	4540	0	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4511	4365	5941	0	6	2.0	0.2	734852	37524	?	Sl	12:10	0:01	/usr/libexec/ibus-extension-gtk3
argha	4554	3820	4554	0	4	0.0	0.0	531940	7664	?	Ssl	12:10	0:00	/usr/libexec/ibus-portal
argha	4554	3820	4561	0	4	0.0	0.0	531940	7664	?	Ssl	12:10	0:00	/usr/libexec/ibus-portal
argha	4554	3820	4562	0	4	0.0	0.0	531940	7664	?	Ssl	12:10	0:00	/usr/libexec/ibus-portal
argha	4554	3820	4566	0	4	0.0	0.0	531940	7664	?	Ssl	12:10	0:00	/usr/libexec/ibus-portal
argha	4557	3820	4557	0	5	0.0	0.1	512888	22044	?	Ssl	12:10	0:00	/usr/bin/abrt-applet --gapplication-service
argha	4557	3820	4600	0	5	0.0	0.1	512888	22044	?	Ssl	12:10	0:00	/usr/bin/abrt-applet --gapplication-service
argha	4557	3820	4601	0	5	0.0	0.1	512888	22044	?	Ssl	12:10	0:00	/usr/bin/abrt-applet --gapplication-service
argha	4557	3820	4602	0	5	0.0	0.1	512888	22044	?	Ssl	12:10	0:00	/usr/bin/abrt-applet --gapplication-service
argha	4557	3820	4874	0	5	0.0	0.1	512888	22044	?	Ssl	12:10	0:00	/usr/bin/abrt-applet --gapplication-service
argha	4558	3820	4558	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4574	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4575	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4576	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4583	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4584	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4585	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4586	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4587	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4588	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4589	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4558	3820	4590	0	12	0.0	0.2	2982140	34892	?	Ssl	12:10	0:00	/usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
argha	4559	3820	4559	0	5	0.0	0.0	622516	15116	?	Ssl	12:10	0:00	/usr/libexec/gvfs-udisks2-volume-monitor
argha	4559	3820	4577	0	5	0.0	0.0	622516	15116	?	Ssl	12:10	0:00	/usr/libexec/gvfs-udisks2-volume-monitor
argha	4559	3820	4578	0	5	0.0	0.0	622516	15116	?	Ssl	12:10	0:00	/usr/libexec/gvfs-udisks2-volume-monitor
argha	4559	3820	4581	0	5	0.0	0.0	622516	15116	?	Ssl	12:10	0:00	/usr/libexec/gvfs-udisks2-volume-monitor
argha	4559	3820	4596	0	5	0.0	0.0	622516	15116	?	Ssl	12:10	0:00	/usr/libexec/gvfs-udisks2-volume-monitor
argha	4565	3820	4565	3	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4579	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4580	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4582	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4700	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4702	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4756	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	4758	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	9216	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4565	3820	9229	0	10	4.0	0.2	963264	36212	?	SNsl	12:10	0:03	/usr/libexec/localsearch-3
argha	4567	3820	4567	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4626	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4628	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4629	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4631	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4632	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4978	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	4982	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4567	3820	5106	0	9	0.1	0.4	1360708	72888	?	Ssl	12:10	0:00	/usr/libexec/evolution-data-server/evolution-alarm-notify
argha	4568	3820	4568	2	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	4610	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	4612	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	4613	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	4614	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	5796	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	5811	5	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	5812	8	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	5813	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	5817	1	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	6726	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	6727	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4568	3820	8341	0	13	18.8	1.4	2817704	236708	?	Ssl	12:10	0:16	/usr/bin/gnome-software --gapplication-service
argha	4570	3820	4570	0	3	0.0	0.0	393780	10428	?	S<sl	12:10	0:00	/usr/bin/pipewire-pulse
argha	4570	3820	4593	0	3	0.0	0.0	393780	10428	?	S<sl	12:10	0:00	/usr/bin/pipewire-pulse
argha	4570	3820	4594	0	3	0.0	0.0	393780	10428	?	S<sl	12:10	0:00	/usr/bin/pipewire-pulse
argha	4606	3820	4606	0	5	0.0	0.0	612536	8816	?	Ssl	12:10	0:00	/usr/libexec/gvfs-afc-volume-monitor
argha	4606	3820	4615	0	5	0.0	0.0	612536	8816	?	Ssl	12:10	0:00	/usr/libexec/gvfs-afc-volume-monitor
argha	4606	3820	4616	0	5	0.0	0.0	612536	8816	?	Ssl	12:10	0:00	/usr/libexec/gvfs-afc-volume-monitor
argha	4606	3820	4617	0	5	0.0	0.0	612536	8816	?	Ssl	12:10	0:00	/usr/libexec/gvfs-afc-volume-monitor
argha	4606	3820	4619	0	5	0.0	0.0	612536	8816	?	Ssl	12:10	0:00	/usr/libexec/gvfs-afc-volume-monitor
argha	4620	3820	4620	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	4624	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	4633	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	4634	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	5773	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	5782	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4620	3820	5783	0	7	0.1	0.1	994764	18472	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal
argha	4635	3820	4635	0	4	0.0	0.2	685488	32216	?	Ssl	12:10	0:00	/usr/libexec/goa-daemon
argha	4635	3820	4666	0	4	0.0	0.2	685488	32216	?	Ssl	12:10	0:00	/usr/libexec/goa-daemon
argha	4635	3820	4667	0	4	0.0	0.2	685488	32216	?	Ssl	12:10	0:00	/usr/libexec/goa-daemon
argha	4635	3820	4669	0	4	0.0	0.2	685488	32216	?	Ssl	12:10	0:00	/usr/libexec/goa-daemon
argha	4637	3820	4637	0	4	0.0	0.0	533436	8072	?	Ssl	12:10	0:00	/usr/libexec/gvfs-gphoto2-volume-monitor
argha	4637	3820	4653	0	4	0.0	0.0	533436	8072	?	Ssl	12:10	0:00	/usr/libexec/gvfs-gphoto2-volume-monitor
argha	4637	3820	4654	0	4	0.0	0.0	533436	8072	?	Ssl	12:10	0:00	/usr/libexec/gvfs-gphoto2-volume-monitor
argha	4637	3820	4656	0	4	0.0	0.0	533436	8072	?	Ssl	12:10	0:00	/usr/libexec/gvfs-gphoto2-volume-monitor
argha	4640	3820	4640	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4642	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4643	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4644	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4647	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4651	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
argha	4640	3820	4652	0	7	0.0	0.0	829748	7792	?	Ssl	12:10	0:00	/usr/libexec/xdg-document-portal
root	4649	4640	4649	0	1	0.0	0.0	2588	2056	?	Ss	12:10	0:00	fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
argha	4662	3820	4662	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4688	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4689	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4690	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4739	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4740	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4741	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4746	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4748	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4662	3820	4749	0	10	0.0	0.1	1124336	31300	?	Ssl	12:10	0:00	/usr/libexec/evolution-calendar-factory
argha	4663	3820	4663	0	4	0.0	0.0	531552	7228	?	Ssl	12:10	0:00	/usr/libexec/gvfs-mtp-volume-monitor
argha	4663	3820	4680	0	4	0.0	0.0	531552	7228	?	Ssl	12:10	0:00	/usr/libexec/gvfs-mtp-volume-monitor
argha	4663	3820	4681	0	4	0.0	0.0	531552	7228	?	Ssl	12:10	0:00	/usr/libexec/gvfs-mtp-volume-monitor
argha	4663	3820	4684	0	4	0.0	0.0	531552	7228	?	Ssl	12:10	0:00	/usr/libexec/gvfs-mtp-volume-monitor
argha	4664	3820	4664	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4664	3820	4708	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4664	3820	4709	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4664	3820	4711	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4664	3820	4800	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4664	3820	4801	0	6	0.2	0.3	1052204	50796	?	Ssl	12:10	0:00	/usr/libexec/xdg-desktop-portal-gnome
argha	4674	3820	4674	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4674	3820	4677	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4674	3820	4678	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4674	3820	4679	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4674	3820	4683	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4674	3820	4754	0	6	0.0	0.0	620076	11884	?	Ssl	12:10	0:00	/usr/libexec/goa-identity-service
argha	4687	3820	4687	0	4	0.0	0.0	531108	6784	?	Ssl	12:10	0:00	/usr/libexec/gvfs-goa-volume-monitor
argha	4687	3820	4693	0	4	0.0	0.0	531108	6784	?	Ssl	12:10	0:00	/usr/libexec/gvfs-goa-volume-monitor
argha	4687	3820	4694	0	4	0.0	0.0	531108	6784	?	Ssl	12:10	0:00	/usr/libexec/gvfs-goa-volume-monitor
argha	4687	3820	4695	0	4	0.0	0.0	531108	6784	?	Ssl	12:10	0:00	/usr/libexec/gvfs-goa-volume-monitor
argha	4703	4138	4703	0	5	0.0	0.6	454212	100092	?	Sl	12:10	0:00	/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.LX0AL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
argha	4703	4138	4968	0	5	0.0	0.6	454212	100092	?	Sl	12:10	0:00	/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.LX0AL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
argha	4703	4138	4969	0	5	0.0	0.6	454212	100092	?	Sl	12:10	0:00	/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.LX0AL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
argha	4703	4138	4970	0	5	0.0	0.6	454212	100092	?	Sl	12:10	0:00	/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.LX0AL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
argha	4703	4138	4971	0	5	0.0	0.6	454212	100092	?	Sl	12:10	0:00	/usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.LX0AL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
sssd	4730	1	4730	0	1	0.0	0.0	247616	8936	?	Ss	12:10	0:00	/usr/libexec/sssd/sssd_kcm --logger=files
argha	4752	3820	4752	0	7	0.0	0.2	986084	35524	?	Ssl	12:10	0:00	/usr/libexec/evolution-addressbook-factory
argha	4752	3820	4767	0	7	0.0	0.2	986084	35524	?	Ssl	12:10	0:00	/usr/libexec/evolution-addressbook-factory
argha	4752	3820	4768	0	7	0.0	0.2	986084	35524	?	Ssl	12:10	0:00	/usr/libexec/evolution-addressbook-factory
